Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs
Brittany Runs A Marathon,,2.8,270044,,2019-11-14,104.0,,135.0,9.0
High Flying Bird,,2.1,262595,,2020-09-10,90.0,,190.0,13.0
Sextuplets,,1.8,267299,,2019-08-16,97.0,,290.0,32.0
Guava Island,,3.7,269930,,2019-04-13,55.0,,126.0,8.0
The Kill Team,,2.9,251252,,2020-05-01,85.0,,125.0,11.0
American Son,,2.6,271123,,2020-06-02,90.0,,259.0,40.0
Dauntless: The Battle of Midway,,1.5,276039,,2019-12-04,93.0,,52.0,10.0
The Sun Is Also A Star,,3.4,252515,2511530.0,2019-10-18,100.0,,150.0,6.0
Lying and Stealing,,2.2,260380,,2019-10-22,100.0,,196.0,9.0
Pets United,,2.1,285952,,2021-08-12,89.0,,65.0,8.0
The Assent,1.8,1.6,275861,122033.0,2020-06-22,88.0,6.0,1220.0,74.0
Lazarat,,1.7,289207,,2021-06-16,103.0,,33.0,5.0
The Angry Birds Movie 2,2.8,3.2,249707,34028596.0,2019-10-16,97.0,9.0,671.0,43.0
Monster Island,,1.8,274712,,2020-05-06,89.0,,31.0,11.0
Buffaloed,,2.5,266444,,2021-02-24,95.0,,78.0,7.0
Villains,,3.2,263241,,2020-01-20,88.0,,42.0,8.0
Luce,,2.7,260605,,2020-07-01,109.0,,220.0,25.0
Plus One,,2.6,274513,,2021-07-22,98.0,,71.0,5.0
Don't Let Go,,3.2,255603,,2020-05-31,103.0,,201.0,21.0
Satanic Panic,,1.6,274885,,2020-04-20,89.0,,139.0,18.0
Downhill,,1.9,236545,4622018.0,2020-11-18,87.0,,86.0,8.0
Share,,2.1,259613,,2019-09-14,89.0,,61.0,6.0
Tommaso,3.3,3.0,273588,6134.0,2020-01-08,117.0,20.0,81.0,12.0
Georgetown,,3.0,237710,,2020-04-07,99.0,,47.0,9.0
Zeroville,,2.0,192336,,2020-10-31,101.0,,63.0,5.0
Scare Me,,2.1,283285,,2021-07-28,104.0,,44.0,5.0
Remember Me,2.5,2.8,266779,7926.0,2020-09-09,81.0,10.0,807.0,19.0
Rogue Warfare,,1.4,276505,,2019-11-07,103.0,,103.0,27.0
Good Sam,,2.7,268057,,2020-04-28,89.0,,83.0,8.0
Stargirl,,2.9,239467,,2021-08-20,107.0,,177.0,16.0
Big Time Adolescence,,3.1,265757,,2020-10-31,95.0,,81.0,5.0
Ham on Rye,3.6,2.4,276652,1712.0,2021-12-08,86.0,12.0,84.0,13.0
Them That Follow,,2.1,258383,,2019-10-25,98.0,,42.0,5.0
Native Son,,2.4,254153,,2022-04-08,108.0,,65.0,9.0
10 Minutes Gone,,1.5,266802,,2020-01-10,96.0,,170.0,23.0
UglyDolls,2.9,2.2,194464,17433285.0,2019-07-10,88.0,8.0,116.0,15.0
Give Me Liberty,3.6,3.4,270096,53300.0,2019-07-24,111.0,21.0,375.0,55.0
Ode to Joy,,3.1,275548,,2019-10-04,97.0,,125.0,13.0
Come As You Are,3.0,3.3,271663,1466.0,2021-06-02,107.0,6.0,98.0,19.0
Mickey and the Bear,3.4,3.6,271257,4696.0,2020-02-12,89.0,24.0,114.0,16.0
Body Cam,,2.4,265624,,2020-08-25,,,100.0,11.0
Steven Universe: The Movie,,3.7,266396,,2023-09-30,82.0,,66.0,6.0
Batman: Hush,,3.3,266484,,2019-08-14,81.0,,189.0,16.0
Batman vs. Teenage Mutant Ninja Turtles,,3.2,271724,,2019-06-05,84.0,,122.0,13.0
Lingua Franca,3.7,3.0,277312,15205.0,2020-07-01,89.0,18.0,170.0,22.0
The Wolf Hour,,2.8,260021,,2021-06-29,99.0,,34.0,6.0
Horrible Histories: The Movie - Rotten Romans,,2.0,268371,,2019-12-17,92.0,,63.0,9.0
Wine Country,,2.0,263506,,2020-04-28,103.0,,134.0,13.0
Human Capital,,2.2,269540,,2020-11-01,102.0,,70.0,5.0
Wonder Woman: Bloodlines,,2.8,266489,,2019-11-05,83.0,,78.0,5.0
Knives and Skin,2.7,2.0,270602,9369.0,2019-11-20,112.0,28.0,117.0,17.0
Juanita,,2.5,255360,,2020-04-28,90.0,,74.0,5.0
Clemency,,3.0,270045,,2020-09-02,113.0,,26.0,5.0
Don't Tell A Soul,,2.5,270907,,2021-07-12,87.0,,65.0,8.0
Justice League vs. The Fatal Five,,2.9,266486,,2019-04-23,77.0,,82.0,5.0
Random Acts Of Violence,,1.6,189382,,2021-04-15,81.0,,78.0,11.0
Corporate Animals,,1.7,264616,,2020-04-26,86.0,,73.0,7.0
Rogue Warfare: The Hunt,,1.6,277353,,2019-12-02,104.0,,60.0,13.0
Selah & The Spades,,1.9,270110,,2020-04-17,98.0,,33.0,6.0
Reign of the Supermen,,3.3,266483,,2019-02-06,87.0,,128.0,10.0
Dolce Fine Giornata,2.5,2.8,270169,6011.0,2020-02-05,96.0,8.0,36.0,5.0
Bull,,3.1,273590,,2020-02-14,113.0,,18.0,5.0
How High 2,,1.4,265722,,,85.0,,99.0,5.0
Prey,,2.2,248212,,,,,12.0,5.0
Mickey Kelley,,3.2,275700,,,,,34.0,6.0
Snatchers,,2.4,272147,,,96.0,,87.0,10.0
Daniel Isn't Real,,2.8,266431,,,100.0,,28.0,6.0
Dogs Best Friend,,2.1,266006,,,91.0,,46.0,6.0
The Invisible Man,3.8,3.6,129473,64310490.0,2020-02-26,125.0,19.0,10631.0,621.0
Tenet,3.6,3.7,251315,55100000.0,2020-08-26,150.0,39.0,21311.0,1706.0
The Hunt,3.2,3.0,263711,5304455.0,2020-06-22,91.0,16.0,2140.0,216.0
Soul,4.3,4.2,251354,,2020-12-25,100.0,34.0,12006.0,474.0
The Gentlemen,3.5,4.1,264538,26887472.0,2020-02-05,113.0,33.0,12150.0,561.0
The Mauritanian,3.8,4.2,278650,331109.0,2021-07-14,130.0,25.0,5119.0,287.0
The Call of the Wild,3.2,3.7,259759,62092631.0,2020-02-19,100.0,13.0,7476.0,451.0
Just Mercy,3.0,4.1,239735,27054597.0,2020-01-29,137.0,18.0,5710.0,269.0
Richard Jewell,4.0,4.1,226927,16164327.0,2020-02-19,129.0,35.0,12219.0,575.0
Come Play,,2.7,286109,9364580.0,2021-08-24,101.0,,274.0,35.0
The Rental,2.3,2.0,272483,74404.0,2020-08-19,88.0,4.0,1226.0,95.0
Happiest Season,,3.1,264297,,2020-12-16,102.0,,498.0,26.0
Mulan,2.6,2.6,236613,,2020-11-30,115.0,16.0,7029.0,440.0
Run,,3.4,265479,,2021-08-18,89.0,,560.0,48.0
Greyhound,2.7,3.6,250108,,2020-07-10,91.0,3.0,1453.0,118.0
Mank,4.4,3.4,275554,,2020-12-04,132.0,26.0,1369.0,122.0
Palm Springs,3.8,3.9,272475,,2021-02-12,90.0,12.0,2303.0,111.0
Promising Young Woman,3.3,3.7,273120,4360870.0,2021-05-26,108.0,30.0,4028.0,262.0
The Trial of the Chicago 7,4.4,4.2,130085,,2020-10-16,129.0,8.0,2902.0,96.0
Roald Dahl’s The Witches,3.1,2.4,265585,,2021-03-16,105.0,12.0,1274.0,93.0
Onward,3.6,3.9,251353,60360639.0,2020-03-04,102.0,31.0,8633.0,284.0
Extraction,2.9,3.5,267389,,2020-04-24,116.0,13.0,7401.0,298.0
The Old Guard,2.5,3.2,266487,,2020-07-11,118.0,13.0,2938.0,231.0
Enola Holmes,3.3,3.3,261721,,2021-09-23,123.0,6.0,8397.0,231.0
Ava,1.8,2.2,266638,,2020-12-01,96.0,4.0,3752.0,174.0
Nomadland,4.1,3.9,271687,1480000.0,2021-06-09,108.0,38.0,6673.0,360.0
Harley Quinn: Birds of Prey,2.5,2.7,264177,82538376.0,2020-02-05,109.0,17.0,11711.0,661.0
The Devil All The Time,3.5,3.7,262861,,2020-09-21,138.0,14.0,2610.0,166.0
Extinct,2.9,2.0,260397,424699.0,2021-05-26,84.0,13.0,655.0,27.0
Wolfwalkers,4.2,4.3,254359,185852.0,2021-10-20,103.0,14.0,947.0,54.0
After We Collided,,2.2,274369,420000.0,2020-12-22,106.0,,2589.0,65.0
Dolittle,2.2,2.9,254755,70314035.0,2020-02-05,102.0,15.0,6750.0,226.0
News of The World,3.4,3.7,256220,10356925.0,2021-02-12,119.0,17.0,1858.0,128.0
"Mario Puzo’s The Godfather, CODA: The Death Of Michael Corleone",,4.2,287113,,2020-12-07,158.0,,443.0,16.0
Dark Web: Cicada 3301,,2.0,289548,,2021-08-12,105.0,,110.0,14.0
Wonder Woman 1984,2.1,2.1,256588,43600000.0,2021-03-03,151.0,19.0,7890.0,521.0
Sonic the Hedgehog,2.0,2.7,229574,145753912.0,2020-02-12,99.0,13.0,8906.0,494.0
You Should Have Left,,2.1,263671,,2020-10-21,93.0,,249.0,20.0
The Empty Man,4.0,2.7,250838,2268677.0,2022-06-26,137.0,3.0,419.0,46.0
Fatman,,2.2,274090,,2020-12-15,100.0,,422.0,44.0
Minions: The Rise of Gru,3.2,3.5,248481,365567535.0,2022-07-06,88.0,19.0,3952.0,244.0
Becky,,2.4,274180,,2021-03-24,94.0,,201.0,26.0
The Banker,,4.1,268529,,2020-03-20,120.0,,857.0,37.0
Life in a Year,,3.6,254508,,2020-01-28,107.0,,206.0,13.0
The Christmas Chronicles: Part Two,,2.9,276269,,2020-11-25,112.0,,497.0,37.0
Holidate,,2.9,272209,,2020-10-28,103.0,,1091.0,39.0
The Green Knight,3.6,2.9,269316,6784000.0,2022-01-03,130.0,15.0,1235.0,104.0
Unhinged,3.8,2.9,274205,19353385.0,2020-08-19,90.0,6.0,5011.0,407.0
I’m Thinking of Ending Things,3.8,2.6,262151,,2020-09-04,134.0,4.0,808.0,97.0
The Midnight Sky,2.5,2.4,275220,,2020-12-23,122.0,21.0,2876.0,296.0
I Still Believe,,3.2,271592,9103614.0,2020-06-04,115.0,,395.0,46.0
The Secret: Dare to Dream,,3.3,273783,,2020-09-03,103.0,,355.0,27.0
Greenland,2.9,3.1,264720,576018.0,2020-08-05,120.0,16.0,5634.0,421.0
The New Mutants,2.3,2.1,237864,22721526.0,2020-08-26,93.0,11.0,4969.0,355.0
Love And Monsters,3.2,3.3,209011,,2020-10-16,109.0,13.0,4729.0,201.0
The Postcard Killings,,2.6,245066,,2020-10-13,100.0,,406.0,39.0
Jingle Jangle: A Christmas Journey,,3.3,261326,,2020-11-14,122.0,,343.0,37.0
The Sound of Philadelphia,3.4,2.5,264525,22796.0,2021-05-26,90.0,24.0,1268.0,79.0
Rebecca,2.7,3.0,203393,,2020-10-21,122.0,6.0,856.0,72.0
The Craft: Legacy,2.0,1.7,238318,,2020-10-28,95.0,3.0,1236.0,84.0
Trolls World Tour,2.8,2.5,251303,1038565.0,2020-10-14,94.0,12.0,2246.0,61.0
First Cow,4.4,3.9,269258,105803.0,2021-07-09,122.0,28.0,1038.0,86.0
Spenser Confidential,3.3,3.0,265746,,2020-04-10,110.0,8.0,4269.0,95.0
Resistance,,3.8,74720,,2020-11-25,122.0,,779.0,56.0
The Boy Behind the Door,,1.7,293197,,2022-01-03,88.0,,99.0,11.0
Hamilton,,4.3,253979,,2020-07-03,160.0,,257.0,9.0
Monster Hunter,2.0,1.8,212776,11881895.0,2021-04-13,103.0,8.0,1726.0,223.0
Antebellum,3.1,2.8,275832,263184.0,2020-09-09,106.0,10.0,2836.0,316.0
2 Hearts,,3.2,283597,565000.0,2021-02-07,106.0,,307.0,17.0
Bad Boys For Life,2.4,3.3,172048,204294609.0,2020-01-22,124.0,24.0,11528.0,425.0
Alone,,2.7,261168,,2016-02-01,98.0,,298.0,43.0
Minari,3.9,3.6,275596,59824.0,2021-06-23,116.0,35.0,1679.0,78.0
Hillbilly Elegy,3.3,3.7,255411,,2020-11-24,116.0,11.0,741.0,45.0
Project Power,2.6,2.8,268042,,2020-08-15,111.0,5.0,1806.0,117.0
The Princess Switch 2: Switched Again,,2.5,278531,,2020-11-21,96.0,,340.0,10.0
Words On Bathroom Walls,,3.7,264174,,2021-02-14,115.0,,104.0,9.0
Die Hart,,1.5,312868,,2023-02-24,78.0,,136.0,9.0
Fantasy Island,1.7,1.8,128742,24056031.0,2020-02-12,110.0,9.0,4245.0,241.0
The Dry,,3.5,270075,,2021-10-13,117.0,,503.0,42.0
All the Bright Places,,3.6,239793,,2020-04-10,107.0,,870.0,60.0
The Babysitter: Killer Queen,,2.5,276506,,2020-09-10,101.0,,821.0,73.0
Shiva Baby,,3.5,285305,,2021-06-11,77.0,,170.0,11.0
Brahms: The Boy II,2.1,2.2,268927,9770161.0,2020-02-26,87.0,7.0,3050.0,100.0
Waves,2.8,3.7,265900,2304.0,2020-01-29,137.0,16.0,498.0,39.0
Fatale,,2.2,266845,5239520.0,2021-06-17,102.0,,440.0,42.0
No Sudden Move,4.0,2.9,279217,,2021-09-08,116.0,5.0,443.0,41.0
Over the Moon,,3.3,262477,,2021-09-23,95.0,,626.0,62.0
The King Of Staten Island,3.8,3.8,271357,34814.0,2020-07-22,137.0,29.0,1296.0,77.0
A Fall from Grace,,2.9,279318,,2020-06-26,120.0,,2010.0,116.0
Capone,,1.8,251401,,2020-10-15,104.0,,521.0,45.0
The Night,,1.7,285245,26114.0,2021-05-19,105.0,,161.0,36.0
Ammonite,3.7,3.3,270485,,2021-10-05,118.0,3.0,346.0,28.0
Let Him Go,2.7,3.2,271917,8736335.0,2021-06-16,115.0,10.0,979.0,70.0
Honest Thief,2.3,2.7,268631,13010569.0,2020-10-14,98.0,4.0,2786.0,143.0
The World To Come,,3.0,285494,,2021-06-06,98.0,,138.0,11.0
The Silencing,,3.2,264617,,2020-11-03,90.0,,317.0,35.0
Minamata,,3.9,268923,,2021-10-20,115.0,,344.0,21.0
Lost Girls,,2.6,253821,,2022-10-24,95.0,,449.0,36.0
An American Pickle,,2.3,282363,,2021-12-10,89.0,,228.0,18.0
Proximity,,2.1,282216,,2021-10-25,119.0,,58.0,16.0
Respect,2.6,3.6,262185,15729378.0,2021-09-08,146.0,23.0,1908.0,96.0
The Last Full Measure,,3.7,52576,,2020-08-03,115.0,,262.0,19.0
The Last Thing He Wanted,,1.7,259428,,2020-04-28,115.0,,373.0,47.0
We Can Be Heroes,1.8,1.7,276644,,2020-12-25,100.0,4.0,334.0,41.0
Bloodshot,1.5,2.5,204239,9176695.0,2020-03-26,110.0,6.0,2058.0,169.0
Wendy,3.3,2.6,223801,10362.0,2021-06-23,112.0,25.0,675.0,37.0
The Secret Garden,,2.5,248084,,2022-07-22,100.0,,302.0,26.0
The Croods: A New Age,3.5,3.3,220796,55244578.0,2021-07-07,96.0,11.0,2273.0,74.0
The United States Vs. Billie Holiday,3.4,3.2,265425,78776.0,2021-06-02,128.0,20.0,1135.0,73.0
A California Christmas,,3.0,288525,,2021-09-03,106.0,,209.0,11.0
The Outpost,,3.3,229918,,2020-11-18,124.0,,413.0,34.0
Clouds,,4.2,244825,,2020-10-21,121.0,,326.0,20.0
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe To American Regime For Make Benefit Once Glorious Nation of Kazakhstan,2.3,2.7,286321,,2020-10-23,96.0,6.0,1158.0,121.0
The War with Grandpa,1.9,2.1,248196,17964819.0,2020-10-07,98.0,13.0,1648.0,58.0
Waiting For The Barbarians,,2.7,251126,,2020-08-30,114.0,,349.0,48.0
Tesla,,1.7,230980,,2020-08-21,102.0,,161.0,14.0
Legionnaire's Trail,,1.6,282005,,2021-09-09,96.0,,33.0,7.0
Archive,,3.0,284382,,2021-02-03,109.0,,362.0,52.0
American Pie Presents: Girls' Rules,,1.7,285853,,2020-11-01,95.0,,217.0,18.0
Koati,2.7,2.8,285301,156957.0,2022-09-21,92.0,7.0,58.0,5.0
Irresistible,3.3,2.3,268373,12350.0,2020-07-01,103.0,18.0,851.0,35.0
Scoob!,2.5,2.5,223543,850000.0,2020-07-08,94.0,8.0,2600.0,109.0
Most Dangerous Game,,2.6,285151,,2021-09-26,150.0,,144.0,24.0
Da 5 Bloods,3.2,2.8,271699,,2020-06-13,155.0,16.0,756.0,83.0
Freaky,2.9,2.7,276909,8511675.0,2021-06-23,102.0,15.0,1423.0,92.0
Alone,,2.0,278470,,2021-09-14,92.0,,127.0,22.0
Books Of Blood,,2.7,279019,,2021-10-29,107.0,,170.0,16.0
Godmothered,,2.7,280343,,2021-01-11,110.0,,230.0,16.0
Eurovision Song Contest: The Story Of Fire Saga,,3.1,265568,,2020-06-27,120.0,,886.0,103.0
The Grudge,2.0,1.5,227834,11404113.0,2020-01-15,94.0,4.0,1049.0,124.0
Operation Christmas Drop,,2.6,274802,,2020-11-05,95.0,,260.0,15.0
Ma Rainey’s Black Bottom,3.8,3.0,275143,,2020-12-18,94.0,15.0,531.0,48.0
The Half Of It,,3.4,274978,,2020-05-01,104.0,,569.0,32.0
Chemical Hearts,,3.4,248538,,2020-08-21,93.0,,261.0,13.0
Infamous,,1.8,271502,,2021-09-13,100.0,,62.0,9.0
The Last Days of American Crime,1.7,1.6,175621,,2020-06-05,148.0,3.0,416.0,54.0
Uncorked,,2.8,269425,,2020-03-27,104.0,,214.0,11.0
Initiation,,1.5,291512,,2021-07-01,96.0,,55.0,6.0
Girl,,2.0,287550,,2021-05-30,92.0,,97.0,10.0
Max Winslow And The House Of Secrets,,1.9,280944,,2020-10-01,98.0,,155.0,14.0
Gretel And Hansel,,3.0,266889,11604572.0,2020-05-29,87.0,,153.0,12.0
The Wrong Missy,2.7,2.3,272213,,2020-05-14,89.0,3.0,593.0,48.0
Kajillionaire,3.7,2.9,263390,31036.0,2020-09-30,104.0,28.0,664.0,64.0
Follow Me,,2.1,267774,,2021-01-06,92.0,,234.0,34.0
Beneath Us,,2.2,280663,,2019-07-04,86.0,,118.0,13.0
Dangerous Lies,,2.3,273369,,2020-04-30,96.0,,600.0,50.0
Mortal,,3.2,280278,,2020-08-27,100.0,,54.0,7.0
Uncle Frank,3.2,3.6,279630,,2020-11-25,95.0,6.0,289.0,30.0
A Nice Girl Like You,,2.1,269127,,2021-02-03,94.0,,146.0,7.0
The Comeback Trail,3.0,2.5,274177,,2021-07-22,105.0,5.0,297.0,23.0
The Owners,,2.2,274627,,2023-05-03,92.0,,51.0,9.0
Force Of Nature,2.3,1.7,274141,,2020-09-25,99.0,4.0,292.0,38.0
Centigrade,,1.7,282125,,2021-03-16,89.0,,121.0,26.0
Crisis,,2.7,271574,360462.0,2021-08-11,118.0,,240.0,26.0
Shadow in the Cloud,4.0,1.8,271379,,2021-04-15,83.0,3.0,659.0,133.0
Black Box,,2.6,285860,,2020-10-06,100.0,,256.0,33.0
The Tax Collector,,1.9,265659,,2020-11-24,95.0,,206.0,25.0
I Am Lisa,,1.8,286786,,2022-09-22,92.0,,31.0,5.0
Every Breath You Take,3.0,2.4,278647,,2021-06-03,110.0,7.0,198.0,21.0
The Prom,3.1,2.8,275230,,2020-12-11,131.0,15.0,497.0,56.0
The Quarry,,2.2,281086,,2021-03-17,98.0,,287.0,22.0
Black Beauty,,3.6,274079,,2020-12-29,110.0,,143.0,12.0
Hard Kill,,1.0,281374,,2020-03-11,98.0,,254.0,39.0
Never Rarely Sometimes Always,3.4,3.5,273487,17988.0,2020-08-19,102.0,16.0,356.0,37.0
To All The Boys: P.S. I Still Love You,2.6,2.6,269977,,2020-04-10,102.0,5.0,3657.0,24.0
Feel the Beat,,3.4,275949,,2020-06-21,107.0,,381.0,10.0
Joe Bell,,2.9,273446,,2022-01-09,93.0,,102.0,7.0
Little Fish,,3.8,282101,,2021-05-09,100.0,,110.0,10.0
Honeydew,,2.3,287709,,2021-07-13,107.0,,44.0,8.0
Deep Blue Sea 3,,1.8,284645,,2020-07-29,100.0,,182.0,16.0
Let Them All Talk,3.7,2.2,276539,,2021-12-02,108.0,17.0,262.0,18.0
Relic,3.3,2.4,268322,73954.0,2020-10-07,89.0,22.0,1488.0,124.0
All Day And A Night,,3.0,265590,,2020-07-07,121.0,,261.0,21.0
Rogue,,1.8,285322,,2021-03-02,107.0,,200.0,25.0
The Doorman,,1.8,251813,,2020-12-01,97.0,,284.0,34.0
The Assistant,,2.7,270435,,2022-04-26,88.0,,107.0,11.0
Top Gunner,,1.4,285221,,2021-11-21,84.0,,33.0,6.0
One Night In Miami,3.3,3.1,275539,,2021-01-15,114.0,7.0,209.0,18.0
The Old Ways,,2.0,287005,,2021-08-25,90.0,,112.0,6.0
Spontaneous,,2.6,247970,,2020-12-10,101.0,,185.0,24.0
Son of the South,2.9,3.3,271550,13885.0,2022-03-16,106.0,13.0,146.0,13.0
I’m Your Woman,,2.7,273856,,2020-12-11,120.0,,99.0,9.0
The Boys In The Band,,2.8,273577,,2020-09-30,121.0,,293.0,21.0
Horse Girl,,2.3,279629,,2021-07-20,104.0,,210.0,41.0
The Souvenir - Part II,4.3,3.8,256403,18498.0,2022-02-02,108.0,27.0,231.0,18.0
Bloody Hell,,2.6,285324,35437.0,2021-11-04,95.0,,143.0,16.0
The Sleepover,,2.1,276756,,2020-08-21,100.0,,173.0,8.0
Hubie Halloween,,1.8,274680,,2020-10-08,102.0,,540.0,47.0
Work It,,3.3,273208,,2020-08-07,93.0,,429.0,24.0
The Kissing Booth 2,,3.3,271766,,2020-07-24,130.0,,1086.0,42.0
The One and Only Ivan,,3.2,228233,,2020-09-11,95.0,,996.0,30.0
Safety,,3.8,282173,,2020-12-11,122.0,,125.0,6.0
Breaking News In Yuba County,,2.3,269319,,2021-07-13,96.0,,101.0,11.0
Meteor Moon,,1.5,288884,,2022-06-22,88.0,,31.0,5.0
Upside-Down Magic,,2.2,289035,,2021-08-20,96.0,,47.0,5.0
The Stylist,,1.9,289247,,2021-11-11,104.0,,127.0,11.0
Jiu Jitsu,,1.3,272835,,2020-12-04,102.0,,162.0,38.0
The Water Man,,2.3,238540,263773.0,2021-07-09,92.0,,148.0,12.0
The Vanished,,2.4,285325,,2021-06-01,115.0,,306.0,51.0
Superintelligence,,2.1,257735,,2021-11-01,106.0,,190.0,15.0
The Spongebob Movie: Sponge on the Run,3.0,2.7,242955,4241103.0,2021-09-03,91.0,5.0,468.0,38.0
Fatal Affair,,2.0,277792,,2020-07-17,89.0,,226.0,23.0
Horizon Line,2.0,1.6,271454,,2021-02-02,92.0,3.0,198.0,33.0
Nocturne,,2.1,285863,,2020-10-13,90.0,,172.0,25.0
Sightless,,2.5,286897,,2021-05-01,89.0,,147.0,15.0
De Oost,,3.0,279780,,2022-02-04,137.0,,78.0,8.0
Run Hide Fight,,3.0,285146,,2021-08-04,109.0,,149.0,17.0
Stardust,,1.5,271427,,2022-02-04,104.0,,88.0,14.0
The Secret Society of Second-Born Royals,,2.4,274161,,2020-09-25,99.0,,202.0,15.0
Survive The Night,,1.4,274112,,2020-07-01,89.0,,231.0,38.0
Concrete Cowboy,3.2,2.9,266827,,2021-04-02,111.0,5.0,187.0,13.0
The Stand In,,1.7,262377,,2021-08-12,101.0,,87.0,8.0
The Turning,,1.6,258623,11666465.0,2020-06-30,94.0,,364.0,54.0
Waiting for Anya,,2.4,263662,,2020-07-14,109.0,,87.0,10.0
Black Is King,,3.4,284935,,2020-07-31,85.0,,77.0,20.0
Bill & Ted Face The Music,,1.7,204380,2774636.0,2020-10-28,92.0,,163.0,15.0
Dream Horse,2.7,2.4,272586,10378.0,2021-08-04,113.0,11.0,533.0,17.0
The Big Ugly,,1.8,284321,,2021-05-05,107.0,,138.0,16.0
A Call to Spy,,3.5,285388,,2021-08-15,123.0,,161.0,18.0
Breach,,1.1,281143,,2021-03-18,92.0,,218.0,53.0
"Love, Guaranteed",,2.6,278278,,2020-09-04,90.0,,394.0,29.0
Summertime,3.1,3.8,282213,7812.0,2021-09-15,95.0,9.0,140.0,13.0
Mainstream,,2.4,269152,36514.0,2021-11-28,100.0,,117.0,11.0
Miraculous World: New York – United HeroeZ,,3.0,285356,,2020-09-26,55.0,,119.0,7.0
The Wolf of Snow Hollow,,2.6,140318,,2020-12-04,83.0,,106.0,14.0
The Block Island Sound,3.3,1.9,264667,,2021-03-11,97.0,4.0,211.0,37.0
A Babysitter's Guide to Monster Hunting,,2.3,277275,,2020-10-15,94.0,,115.0,7.0
Spell,,2.3,276096,,2021-03-04,92.0,,159.0,23.0
Minor Premise,,2.4,288081,,2022-04-06,95.0,,45.0,7.0
The High Note,2.5,2.3,274394,34071.0,2020-07-14,114.0,14.0,897.0,42.0
Apocalypse Of Ice,,1.4,286221,,2022-02-02,89.0,,21.0,6.0
Legacy Of Lies,,2.0,283244,,2020-11-30,101.0,,157.0,19.0
The Photograph,,3.0,272766,17630295.0,2020-08-31,107.0,,63.0,6.0
Superman: Red Son,,3.1,257202,,2020-03-17,82.0,,184.0,20.0
Sylvie’s Love,,3.3,272015,,2020-12-23,114.0,,76.0,6.0
Altered Carbon: Resleeved,,3.1,281760,,2020-03-19,74.0,,168.0,9.0
Four Good Days,,3.5,274347,623501.0,2021-09-05,100.0,,91.0,6.0
Really Love,,2.7,267237,,2021-08-25,,,39.0,6.0
Desperados,,2.3,272768,,2020-09-26,105.0,,156.0,7.0
Arkansas,,2.4,268801,,2020-09-30,115.0,,156.0,22.0
Dragonheart: Vengeance,,3.1,280550,,2020-04-01,97.0,,41.0,5.0
The Adventures of Rufus: The Fantastic Pet,,2.1,285708,,2020-06-17,82.0,,26.0,6.0
Residue,3.7,3.4,285711,2395.0,2022-01-05,90.0,12.0,56.0,5.0
Fast And Fierce: Death Race,,1.5,284068,,2021-08-19,85.0,,42.0,8.0
The F**k-It List,,2.4,285143,,2020-10-23,103.0,,211.0,21.0
Percy,,3.2,267653,,2021-10-17,100.0,,127.0,10.0
Sniper: Assassin's End,,2.3,282609,,2020-08-12,99.0,,127.0,11.0
Last Moment Of Clarity,,1.8,262801,,2021-01-19,91.0,,62.0,7.0
Welcome To Sudden Death,,1.9,276628,,2020-10-21,78.0,,49.0,9.0
Monday,,3.2,267259,30932.0,2022-04-25,116.0,,50.0,8.0
The 2nd,,1.4,285257,,2021-04-13,93.0,,96.0,12.0
Justice League Dark: Apokolips War,,3.7,284942,,2020-06-03,90.0,,84.0,7.0
Mortal Kombat Legends : Scorpion's Revenge,,3.6,280560,,2020-05-26,80.0,,143.0,12.0
The Lovebirds,,2.2,267358,,2020-05-22,86.0,,207.0,13.0
Body Brokers,,2.9,276014,,2021-10-10,111.0,,107.0,11.0
Evil Eye,,1.7,285862,,2020-10-13,90.0,,90.0,11.0
The Broken Hearts Gallery,,3.1,251294,3238423.0,2020-11-23,113.0,,60.0,5.0
Coffee & Kareem,,2.0,272387,,2020-01-01,88.0,,273.0,27.0
Dreamkatcher,,1.4,275635,,2020-08-10,85.0,,104.0,16.0
Archenemy,,2.0,281408,101360.0,2021-07-06,90.0,,69.0,9.0
All Together Now,,3.0,246114,,2020-08-29,92.0,,111.0,8.0
Timmy Failure: Mistakes Were Made,,2.2,255805,,2020-04-25,95.0,,115.0,11.0
Critical Thinking,,2.7,270388,,2021-04-27,117.0,,49.0,5.0
VFW,,2.1,272210,,2020-11-04,92.0,,103.0,5.0
Unearth,,1.3,286425,,2021-08-18,94.0,,49.0,9.0
Disturbing The Peace,,1.3,264730,,2020-02-18,91.0,,89.0,17.0
Barb & Star Go to Vista Del Mar,,2.0,273612,,2021-05-07,106.0,,88.0,5.0
Cyst,,1.4,287484,,2021-10-06,73.0,,80.0,14.0
The Main Event,,2.3,281993,,2020-04-10,101.0,,128.0,11.0
Half Brothers,,2.2,277698,1807430.0,2021-09-30,96.0,,52.0,9.0
Like a Boss,,1.7,264986,17123998.0,2020-05-07,84.0,,122.0,5.0
Sweet Thing,3.3,3.8,280120,2917.0,2021-07-21,91.0,13.0,91.0,14.0
Vampires Vs. The Bronx,,2.0,267033,,2021-09-15,85.0,,114.0,12.0
