Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs
The Phoenix Incident,,1.5,237784,,,81.0,,50.0,8.0
Krisha,,3.0,235804,,2018-01-19,83.0,,37.0,5.0
Stung,,1.6,225062,,,87.0,,131.0,22.0
3-Headed Shark Attack,,1.3,238324,,,89.0,,36.0,9.0
The Boy,,2.7,235770,,,105.0,,35.0,6.0
Ava's Possessions,,1.9,236090,,,89.0,,67.0,15.0
Bloodsucking Bastards,,2.6,234764,,,86.0,,25.0,6.0
4th Man Out,,3.9,243954,,,86.0,,94.0,10.0
Smosh: The Movie,,1.9,238421,,2015-09-23,84.0,,74.0,8.0
Split,3.7,4.0,240516,130823885.0,2017-02-22,117.0,27.0,30932.0,1098.0
Hacksaw Ridge,3.0,4.4,208104,60850849.0,2016-11-09,140.0,24.0,25304.0,1087.0
La La Land,4.4,4.2,229490,148449258.0,2017-01-25,128.0,41.0,33059.0,1719.0
Fences,2.8,3.4,218229,40776870.0,2017-02-22,139.0,22.0,1981.0,164.0
Hidden Figures,3.3,4.3,219070,165559069.0,2017-03-08,127.0,21.0,12289.0,512.0
Inferno,2.2,2.8,222798,31592512.0,2016-11-09,122.0,22.0,5364.0,406.0
Moana,3.6,4.2,225958,225365667.0,2016-11-16,107.0,27.0,13156.0,633.0
Fantastic Beasts and Where to Find Them,3.5,4.0,223940,207722418.0,2016-11-16,133.0,21.0,35289.0,1151.0
Captain Fantastic,3.6,4.3,227320,546577.0,2016-10-12,118.0,32.0,12203.0,612.0
Miss Peregrine's Home For Peculiar Children,3.7,3.8,194075,83284618.0,2016-10-05,123.0,34.0,21453.0,850.0
Lion,3.1,4.4,229070,42840594.0,2017-02-22,118.0,31.0,24360.0,885.0
Deepwater Horizon,3.3,3.8,191344,55045137.0,2016-10-12,108.0,19.0,5078.0,329.0
Arrival,4.1,4.1,226509,86666325.0,2016-12-07,116.0,36.0,26986.0,1301.0
Zootopia,4.0,4.3,223207,335845392.0,2016-02-17,108.0,28.0,33309.0,972.0
Bastille Day,3.3,2.4,206317,66161.0,2016-07-13,90.0,4.0,1690.0,160.0
Passengers,3.2,3.8,220846,89725623.0,2016-12-28,117.0,11.0,25211.0,1076.0
The Free State Of Jones,2.8,3.7,232911,15205711.0,2016-09-14,139.0,24.0,1791.0,142.0
Rogue One: A Star Wars Story,3.7,4.1,218395,520200086.0,2016-12-14,134.0,30.0,40566.0,2054.0
The Accountant,3.0,3.9,232013,81293439.0,2016-11-01,130.0,25.0,6698.0,361.0
Snowden,3.3,4.0,229359,18666877.0,2016-11-01,135.0,32.0,7228.0,408.0
Silence,3.8,3.6,29943,329711.0,2017-02-08,162.0,35.0,4217.0,389.0
Imperium,,3.3,239899,,2018-01-09,109.0,,1261.0,74.0
Suicide Squad,2.1,2.5,144185,318131694.0,2016-08-03,123.0,20.0,32159.0,1723.0
Assassin's Creed,2.7,2.7,198730,49884426.0,2016-12-21,116.0,21.0,10988.0,914.0
Pete's Dragon,3.3,3.7,219903,72917327.0,2016-08-17,103.0,21.0,2662.0,225.0
Sing,3.6,4.0,227066,265408620.0,2017-01-25,108.0,28.0,13099.0,412.0
Terrifier,,2.5,251681,,2023-01-04,82.0,,559.0,68.0
Miss Sloane,3.2,4.0,245042,117144.0,2017-03-08,133.0,26.0,3546.0,294.0
The Founder,3.1,3.8,234023,61002.0,2016-12-28,115.0,20.0,4632.0,230.0
Deadpool,3.1,4.0,146349,355108934.0,2016-02-10,108.0,22.0,51102.0,1793.0
Trolls,2.9,3.3,183006,145400169.0,2016-10-19,93.0,15.0,2743.0,196.0
The Lost City of Z,4.5,3.9,223754,2270953.0,2017-03-15,141.0,33.0,7301.0,457.0
Nocturnal Animals,2.9,3.8,236498,8828454.0,2017-01-04,117.0,34.0,5931.0,449.0
13 Hours : The Secret Soldiers of Benghazi,3.0,3.8,232707,42848089.0,2016-03-30,144.0,20.0,3678.0,257.0
The Magnificent Seven,2.9,3.7,207874,84862987.0,2016-09-28,133.0,27.0,7217.0,486.0
Manchester By the Sea,4.5,4.2,231408,28468772.0,2016-12-14,138.0,26.0,7283.0,488.0
Moonlight,4.2,3.9,242054,563442.0,2017-02-01,111.0,38.0,8506.0,513.0
The Nice Guys,3.7,3.8,229665,29054194.0,2016-05-15,116.0,21.0,8252.0,473.0
Trespass Against Us,3.1,2.8,225032,20749.0,2017-03-01,99.0,18.0,753.0,74.0
Sully,3.8,4.1,238330,118293294.0,2016-11-30,96.0,38.0,12518.0,720.0
Jason Bourne,3.2,3.4,231615,149268280.0,2016-08-10,124.0,33.0,7231.0,591.0
Masterminds,2.3,2.3,214352,12767040.0,2016-11-23,98.0,12.0,954.0,74.0
Spectral,,3.3,199299,,2017-12-21,108.0,,1015.0,102.0
Doctor Strange,3.1,3.9,130533,226260939.0,2016-10-26,115.0,17.0,29404.0,908.0
Don't Breathe,3.6,3.8,232740,84741706.0,2016-10-05,88.0,16.0,5868.0,457.0
Mechanic: Resurrection,2.8,2.6,215135,14583107.0,2016-08-31,99.0,6.0,2883.0,207.0
Warcraft,2.6,3.5,129526,44003890.0,2016-05-25,124.0,11.0,18663.0,988.0
Sausage Party,3.6,2.6,226819,93224582.0,2016-11-30,89.0,20.0,4135.0,361.0
The Jungle Book,3.8,4.0,222692,352689723.0,2016-04-13,106.0,26.0,19935.0,826.0
The Great Wall,2.5,2.8,197041,41388325.0,2017-01-11,104.0,17.0,5441.0,465.0
The Bad Batch,,2.1,234455,,2021-09-09,119.0,,818.0,90.0
Swiss Army Man,,3.7,238993,,2016-10-04,97.0,,2079.0,145.0
The 5th Wave,2.2,2.5,204646,20330975.0,2016-01-27,112.0,13.0,7347.0,657.0
War Dogs,3.4,3.8,196253,35325594.0,2016-09-14,115.0,23.0,6388.0,296.0
The Conjuring 2,3.5,4.1,222796,95278538.0,2016-06-29,134.0,21.0,9362.0,658.0
Dark Crimes,,1.8,243247,,2019-05-01,96.0,,288.0,27.0
Paterson,4.1,3.5,228189,408173.0,2016-12-21,118.0,33.0,2884.0,245.0
X-Men: Apocalypse,2.5,3.5,225717,151141872.0,2016-05-18,144.0,25.0,25283.0,909.0
Live By Night,2.9,3.3,206180,241014.0,2017-01-18,129.0,29.0,3188.0,261.0
The Secret Life of Pets,3.5,3.6,237443,346832530.0,2016-07-27,87.0,28.0,7947.0,473.0
Batman v Superman: Dawn Of Justice,2.6,3.3,219262,327255601.0,2016-03-23,153.0,25.0,33500.0,2142.0
The Legend of Tarzan,3.0,3.1,209062,121918228.0,2016-07-06,110.0,24.0,8023.0,556.0
The Girl On The Train,2.4,3.2,234725,70647940.0,2016-10-26,113.0,22.0,4791.0,367.0
The BFG,3.0,3.0,197814,47379045.0,2016-07-20,117.0,34.0,3273.0,270.0
A Monster Calls,3.2,4.1,227551,71184.0,2017-01-04,108.0,30.0,2691.0,253.0
Ben-Hur,1.6,2.5,217537,19583702.0,2016-09-07,124.0,19.0,2161.0,245.0
The Huntsman: Winter's War,3.1,3.2,217040,46687735.0,2016-04-20,114.0,20.0,5442.0,307.0
The Brothers Grimsby,2.8,3.2,211078,5932951.0,2016-04-13,84.0,18.0,2368.0,192.0
The Choice,,3.7,229589,13230490.0,2021-09-15,107.0,,970.0,63.0
Jack Reacher : Never Go Back,2.3,2.8,225768,54564792.0,2016-10-19,119.0,23.0,5725.0,397.0
Money Monster,3.5,3.6,214139,33981040.0,2016-05-12,99.0,22.0,6442.0,506.0
Bridget Jones's Baby,3.4,3.7,170004,20987055.0,2016-10-05,123.0,31.0,5596.0,416.0
Allied,2.8,3.5,228094,35589157.0,2016-11-23,125.0,24.0,7133.0,510.0
10 Cloverfield Lane,3.6,3.6,231144,67880730.0,2016-03-16,103.0,20.0,9399.0,735.0
Colossal,4.0,3.0,231880,,2017-07-26,114.0,8.0,1036.0,91.0
Independence Day: Resurgence,2.3,2.1,181061,98587725.0,2016-07-20,121.0,29.0,8023.0,860.0
Captain America: Civil War,3.2,3.9,215143,401312591.0,2016-04-27,148.0,28.0,30653.0,1138.0
Gods Of Egypt,1.8,2.4,207730,30219399.0,2016-04-06,128.0,8.0,3900.0,389.0
Patriots Day,2.8,3.7,236674,23392961.0,2017-03-08,129.0,22.0,2446.0,166.0
Hush,,3.0,245863,,2022-10-24,87.0,,1500.0,101.0
Finding Dory,3.5,4.0,210222,469115677.0,2016-06-22,97.0,29.0,9416.0,458.0
Star Trek Beyond,3.3,3.6,215770,139772742.0,2016-08-17,123.0,28.0,7030.0,512.0
The Boy,3.1,2.9,235019,31005942.0,2016-01-27,97.0,8.0,2628.0,284.0
Hell Or High Water,4.0,4.0,206412,19685055.0,2016-09-07,102.0,28.0,4932.0,386.0
The Finest Hours,2.7,3.4,221875,10288932.0,2016-02-24,117.0,10.0,1537.0,131.0
Collateral Beauty,1.9,3.7,238310,25816746.0,2016-12-21,97.0,13.0,4281.0,325.0
Certain Women,4.1,3.1,243648,39218.0,2017-02-22,107.0,21.0,625.0,60.0
The Infiltrator,3.2,3.7,232164,12274291.0,2016-09-07,127.0,23.0,3265.0,213.0
Ice Age: Collision Course,3.0,2.7,226078,53564891.0,2016-07-13,94.0,25.0,4903.0,343.0
Eddie The Eagle,3.3,4.1,234569,10861132.0,2016-05-04,105.0,16.0,3096.0,210.0
The Neon Demon,3.4,3.1,232793,139316.0,2016-06-08,118.0,29.0,4758.0,487.0
Miracles From Heaven,,3.7,237933,53713300.0,2016-08-19,109.0,,330.0,25.0
Alice Through the Looking Glass,2.7,3.5,221904,69993684.0,2016-06-01,113.0,28.0,6506.0,383.0
Nerve,3.1,3.6,235120,26850322.0,2016-08-24,97.0,17.0,6735.0,486.0
The Divergent Series: Allegiant,2.9,2.7,225920,61747543.0,2016-03-09,120.0,17.0,8620.0,463.0
The Light Between Oceans,3.1,4.0,223728,4765838.0,2016-10-05,133.0,18.0,1542.0,133.0
Wakefield,,2.9,242727,,2017-09-05,106.0,,106.0,18.0
Central Intelligence,2.3,3.1,171204,117580316.0,2016-08-24,107.0,16.0,4133.0,248.0
The Autopsy Of Jane Doe,3.1,3.4,227014,189323.0,2017-05-31,90.0,18.0,2769.0,291.0
A Hologram for the King,,2.8,222234,,2020-02-04,98.0,,452.0,49.0
Before I Wake,,3.4,225214,,2017-04-28,97.0,,1322.0,110.0
Now You See Me 2,2.9,3.3,223199,58739445.0,2016-07-27,130.0,10.0,10867.0,588.0
Bleed For This,,3.8,226909,2366810.0,2017-10-04,117.0,,374.0,23.0
Jackie,4.0,3.0,237866,462597.0,2017-02-01,100.0,32.0,3605.0,334.0
Ghostbusters,2.6,2.1,126155,116588128.0,2016-08-10,117.0,33.0,5156.0,558.0
The Shack,,3.4,220986,49146595.0,2017-05-30,133.0,,355.0,64.0
Midnight Special,4.1,3.4,221391,259796.0,2016-03-16,111.0,36.0,5596.0,485.0
Underworld - Blood Wars,1.5,2.6,231207,24322217.0,2017-02-15,91.0,10.0,2547.0,170.0
The Shallows,2.9,2.9,240685,45829624.0,2016-08-17,87.0,21.0,5205.0,529.0
Kung Fu Panda 3,3.4,3.9,194397,139416825.0,2016-03-30,95.0,22.0,5458.0,289.0
Genius,2.9,3.4,184269,91740.0,2016-07-27,104.0,17.0,821.0,71.0
"Hail, Caesar!",3.6,2.7,225859,26258850.0,2016-02-17,100.0,28.0,4922.0,448.0
Kubo And The Two Strings,4.2,4.2,234291,45975957.0,2016-09-21,101.0,24.0,2802.0,189.0
Triple 9,3.7,3.3,207654,6109085.0,2016-03-16,115.0,23.0,3687.0,255.0
London Has Fallen,3.2,2.8,224988,55716425.0,2016-03-02,99.0,6.0,4559.0,369.0
Office Christmas Party,2.5,2.2,245271,42177672.0,2016-12-21,106.0,15.0,1101.0,79.0
Loving,3.8,3.8,237773,310963.0,2017-02-15,124.0,45.0,2591.0,220.0
Before I Fall,,3.7,241033,11295102.0,2017-07-07,98.0,,1267.0,75.0
Gold,2.6,3.6,192826,3471316.0,2017-04-19,121.0,21.0,1859.0,116.0
Brain On Fire,,3.8,228729,,2018-06-22,88.0,,1067.0,57.0
Café Society,4.1,3.7,236050,953677.0,2016-05-11,96.0,29.0,6239.0,463.0
Better Watch Out,,3.2,250380,,2017-12-26,89.0,,580.0,51.0
American Honey,3.0,3.9,228834,39700.0,2017-02-08,163.0,35.0,1008.0,78.0
Blair Witch,1.9,1.9,241777,16232480.0,2016-09-21,90.0,17.0,1511.0,203.0
Sing Street,3.7,4.1,227018,97615.0,2016-10-26,106.0,31.0,2159.0,171.0
Collide,,2.7,220316,,2017-05-24,99.0,,373.0,40.0
Ouija: Origin Of Evil,2.9,2.5,234748,31259015.0,2016-11-02,90.0,14.0,1710.0,153.0
Lavender,,2.2,237849,,2022-10-24,92.0,,205.0,25.0
The Duel,,2.4,213535,,2016-11-01,118.0,,327.0,40.0
The Keeping Hours,,3.0,241806,,2018-10-29,91.0,,67.0,11.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2.1,2.8,230822,77181906.0,2016-06-29,113.0,20.0,3133.0,227.0
Storks,3.3,3.6,237409,68310752.0,2016-10-12,87.0,19.0,1593.0,111.0
Bad Moms,3.0,2.9,238291,107289931.0,2016-08-03,101.0,15.0,2701.0,173.0
The Fundamentals Of Caring,,3.9,234664,,2016-06-24,93.0,,1173.0,55.0
Dirty Grandpa,1.6,2.4,191193,22837059.0,2016-02-03,102.0,11.0,2310.0,161.0
Jarhead: The Siege,,2.2,236457,,2016-05-24,89.0,,105.0,7.0
The Girl With All The Gifts,3.3,3.3,236389,111175.0,2017-06-28,112.0,23.0,1819.0,189.0
Fallen,,3.2,176528,,2021-06-16,92.0,,264.0,14.0
Risen,2.3,3.3,230703,36029172.0,2016-05-04,102.0,7.0,1056.0,171.0
Morgan,2.3,2.6,236397,83783.0,2016-09-28,92.0,16.0,1279.0,153.0
How To Be Single,2.4,3.0,191695,46386135.0,2016-03-02,110.0,8.0,2579.0,140.0
Get A Job,,2.2,102257,,2017-08-18,82.0,,278.0,11.0
Don’t Knock Twice,,1.9,239801,,2017-08-08,89.0,,372.0,55.0
Never Back Down: No Surrender,,3.3,246282,,2016-06-22,101.0,,104.0,8.0
Within,,2.2,227652,,2017-08-22,88.0,,248.0,39.0
Altamira,,2.5,232283,,2019-11-25,97.0,,85.0,8.0
Mike And Dave Need Wedding Dates,,2.5,234427,40343032.0,2016-08-17,99.0,,1768.0,92.0
The Last Face,1.1,2.1,228238,42603.0,2017-01-11,131.0,17.0,543.0,83.0
The Purge: Election Year,2.6,3.1,228165,71107355.0,2016-07-20,109.0,22.0,4657.0,296.0
Chuck,3.1,2.8,193687,21578.0,2017-05-10,98.0,15.0,342.0,39.0
Criminal,2.2,3.0,229765,13497363.0,2016-05-04,113.0,12.0,1575.0,151.0
The Angry Birds Movie,3.3,3.1,185056,98020068.0,2016-05-11,98.0,6.0,2146.0,156.0
Blue Jay,,3.7,249147,,2022-10-24,85.0,,197.0,18.0
Pelé - The Birth of a Legend,,3.8,221374,,2016-07-29,107.0,,613.0,48.0
The Forest,,2.1,229209,24982975.0,2021-06-24,94.0,,609.0,55.0
Why Him?,1.9,2.5,235838,48961283.0,2017-01-25,112.0,7.0,2189.0,105.0
Pride And Prejudice And Zombies,,2.5,176551,,2017-03-17,108.0,,796.0,60.0
Misconduct,,2.2,243168,,2016-08-24,106.0,,436.0,45.0
I Am Wrath,,2.4,212658,181144329.0,2016-05-03,90.0,,224.0,29.0
Denial,3.1,3.3,237492,124411.0,2017-04-26,110.0,10.0,1180.0,114.0
The Edge of Seventeen,,3.6,241265,10272453.0,2017-03-19,108.0,,850.0,37.0
A Family Man,,3.5,240768,,2017-12-06,115.0,,256.0,23.0
High Strung,2.5,3.7,238667,131802.0,2016-08-03,97.0,4.0,791.0,68.0
Billy Lynn's Long Halftime Walk,3.6,3.4,231573,11306.0,2017-02-01,113.0,21.0,1106.0,106.0
Keeping Up With The Joneses,,2.8,227741,10794420.0,2017-09-26,106.0,,860.0,62.0
Resident Evil: The Final Chapter,2.2,2.2,181098,22053077.0,2017-01-25,107.0,14.0,2503.0,223.0
20th Century Women,3.6,3.5,234766,66840.0,2017-03-01,119.0,25.0,723.0,61.0
The Young Messiah,,2.9,225465,6257221.0,2020-03-19,111.0,,55.0,9.0
Barry,,2.4,245497,,2020-04-28,104.0,,186.0,15.0
Mine,,2.7,228969,,2017-06-25,106.0,,241.0,27.0
I'm Not Ashamed,,3.3,249918,,2020-02-17,112.0,,65.0,11.0
Aftermath,,2.3,238841,,2017-07-17,97.0,,714.0,68.0
ARQ,,2.6,244502,,2022-10-24,88.0,,554.0,50.0
Hands Of Stone,,3.8,188323,,2020-02-01,111.0,,263.0,15.0
The Fits,3.8,3.2,239851,22790.0,2017-01-11,72.0,20.0,233.0,33.0
White Girl,,2.4,243406,,2022-10-24,88.0,,188.0,15.0
The Birth of a Nation,2.7,3.6,233214,12275735.0,2017-01-11,120.0,30.0,1533.0,154.0
The Do-Over,,2.3,238313,,2022-10-24,108.0,,473.0,30.0
Kickboxer: Vengeance,,1.8,222971,,2017-01-25,,,392.0,40.0
"Crouching Tiger, Hidden Dragon: Sword Of Destiny",,3.0,217977,,2020-04-28,102.0,,362.0,26.0
Zoolander 2,2.4,1.8,146631,23673355.0,2016-03-02,102.0,19.0,1201.0,119.0
Virtual Revolution,,2.7,247756,4122.0,2016-10-12,96.0,,450.0,112.0
The Monster,,2.0,228794,,2017-11-06,95.0,,211.0,32.0
Cell,,1.5,128759,,2016-09-21,98.0,,598.0,73.0
Inside,,1.5,245049,,2017-09-20,89.0,,189.0,34.0
In Dubious Battle,,3.1,235272,,2017-09-12,118.0,,162.0,16.0
Hard Target 2,,2.2,243583,,2016-09-20,99.0,,176.0,24.0
Pet,,2.5,229845,,2016-09-24,98.0,,426.0,47.0
Rebirth,,1.7,246008,,2020-04-28,100.0,,166.0,38.0
Dog Eat Dog,,1.9,237883,,2017-04-20,92.0,,197.0,28.0
Wiener-Dog,3.5,2.5,233796,35440.0,2016-10-19,88.0,30.0,278.0,47.0
American Pastoral,2.8,3.0,55768,29279.0,2016-12-28,108.0,27.0,503.0,59.0
Na mlečnom putu,2.4,3.4,217918,87378.0,2017-07-12,125.0,18.0,295.0,46.0
31,,2.5,229054,,2017-01-02,103.0,,452.0,58.0
Rupture,,1.8,237073,,2017-04-11,101.0,,356.0,58.0
Max Steel,,2.1,169968,,2020-12-12,88.0,,176.0,18.0
Mother’s Day,3.0,2.4,239038,31313005.0,2016-05-25,119.0,6.0,1174.0,91.0
The Trust,,2.0,228930,,2016-08-03,92.0,,303.0,23.0
Cabin Fever,,1.8,232455,,2017-10-25,99.0,,101.0,6.0
This Beautiful Fantastic,,3.4,174696,,2017-03-02,92.0,,199.0,30.0
The Assignment,,1.9,240369,,2017-03-23,95.0,,258.0,27.0
Little Men,3.8,3.1,239514,117436.0,2016-09-21,85.0,34.0,933.0,93.0
Mercy,,1.6,247810,,2016-11-22,90.0,,123.0,18.0
Nina,,3.1,182016,,2018-04-09,94.0,,68.0,11.0
XOXO,,2.8,239424,,2022-10-24,,,239.0,15.0
Rules Don’t Apply,,2.5,195381,,2017-02-28,127.0,,138.0,14.0
Manhattan Night,,2.4,226842,,2018-04-19,114.0,,204.0,27.0
Attack Of The Killer Donuts,,1.5,253244,,2017-04-18,85.0,,166.0,33.0
Fifty Shades Of Black,,1.6,237743,5900528.0,2017-01-22,96.0,,283.0,28.0
All The Way,,3.4,230329,,2018-07-11,132.0,,174.0,15.0
Holidays,,1.9,245792,,2019-01-27,100.0,,175.0,23.0
Neruda,3.9,3.3,239713,228051.0,2017-01-04,108.0,28.0,938.0,106.0
Whiskey Tango Foxtrot,,3.2,227309,21326169.0,2016-10-04,112.0,,443.0,32.0
Bad Santa 2,,2.4,188334,14287382.0,2017-11-24,93.0,,147.0,8.0
Always Shine,,1.7,245552,,2017-05-14,87.0,,52.0,10.0
I Am The Pretty Thing That Lives In The House,,1.3,244508,,2020-04-28,87.0,,268.0,69.0
Keanu,,2.6,232452,18636886.0,2016-09-07,100.0,,227.0,14.0
Ryde,,1.2,258574,,2017-11-16,84.0,,204.0,43.0
Kingsglaive: Final Fantasy XV,,3.8,246280,,2016-08-30,110.0,,645.0,60.0
In A Valley Of Violence,,2.1,227801,,2017-07-25,104.0,,336.0,48.0
Viral,,2.1,228657,,2017-02-28,85.0,,315.0,43.0
Here Alone,,1.9,245994,,2021-06-09,97.0,,123.0,16.0
Tallulah,,3.8,237987,,2017-07-12,111.0,,506.0,30.0
Sinister Squad,,1.3,248002,,2021-08-19,90.0,,28.0,5.0
Animal Crackers,,2.5,232990,,2022-10-24,105.0,,78.0,5.0
Sam Was Here,,1.7,250381,,2017-04-04,73.0,,304.0,85.0
When The Bough Breaks,,2.5,234217,26628954.0,2017-10-19,107.0,,196.0,15.0
Pee-wee's Big Holiday,,1.9,227869,,2020-04-28,89.0,,114.0,11.0
All We Had,,2.6,231544,,2017-05-01,105.0,,82.0,7.0
All I See Is You,,2.2,235821,,2020-03-05,110.0,,256.0,11.0
Albion: The Enchanted Stallion,,2.4,237657,,2018-11-21,110.0,,56.0,6.0
Neighbors 2: Sorority Rising,2.5,2.4,235408,48723590.0,2016-07-06,93.0,17.0,3150.0,180.0
Katie Says Goodbye,3.4,3.9,236453,24228.0,2018-04-18,88.0,18.0,299.0,44.0
Queen Of Katwe,,3.9,234564,5393949.0,2020-03-24,124.0,,134.0,7.0
Good Kids,,2.7,223239,,2023-10-20,93.0,,142.0,7.0
The Boss,,2.2,234420,61159415.0,2016-09-30,99.0,,332.0,32.0
The Neighbor,,2.9,248398,,2021-04-21,90.0,,11.0,6.0
The Book Of Love,,3.2,194449,,2017-09-22,106.0,,128.0,8.0
Term Life,,2.0,225076,,2016-07-20,97.0,,106.0,11.0
Maximum Ride,,1.8,138619,,2016-02-01,88.0,,115.0,19.0
Popstar: Never Stop Never Stopping,,2.9,230807,4698715.0,2016-12-20,87.0,,238.0,15.0
Other People,,2.7,243404,,2022-10-24,97.0,,90.0,5.0
The Darkness,,1.9,192322,8370100.0,2016-10-04,88.0,,375.0,56.0
Catfight,,2.2,233000,,2022-10-24,99.0,,73.0,13.0
Sleight,,2.9,239087,,2017-11-27,89.0,,174.0,13.0
The Night Watchmen,,1.6,247705,,2017-12-17,80.0,,119.0,23.0
Norm of the North,2.1,1.9,177972,14024290.0,2016-12-21,90.0,7.0,325.0,32.0
Complete Unknown,,1.8,235718,,2017-08-22,90.0,,175.0,29.0
Eliminators,,2.4,236732,,2017-05-08,94.0,,92.0,10.0
The Devil's Hour,,2.5,278007,,2019-09-18,94.0,,164.0,29.0
Yoga Hosers,,1.7,230102,,2017-03-12,88.0,,164.0,18.0
Batman: The Killing Joke,,3.4,239324,,2016-07-26,73.0,,642.0,55.0
The Veil,,1.9,227194,,2016-07-19,93.0,,312.0,26.0
Salt and Fire,1.8,2.1,235433,5500.0,2016-12-07,93.0,18.0,89.0,16.0
Ride Along 2,1.2,2.9,227265,82989655.0,2016-03-30,102.0,5.0,709.0,28.0
Absolutely Fabulous: The Movie,2.6,1.9,199447,6544.0,2016-12-07,88.0,16.0,210.0,29.0
Amateur Night,,1.9,233909,,2017-07-04,92.0,,200.0,14.0
Sniper: Ghost Shooter,,2.2,247629,,2016-08-24,99.0,,86.0,11.0
The Hollars,,3.1,228755,,2016-12-26,88.0,,169.0,11.0
Birth of the Dragon,,2.8,218993,2501100.0,2018-02-06,95.0,,226.0,35.0
LBJ,,2.8,238668,,2018-05-09,97.0,,111.0,13.0
The True Memoirs Of An International Assassin,,2.9,237726,,2016-11-11,98.0,,340.0,25.0
The Hollow Point,,2.2,221421,,2017-04-30,97.0,,131.0,18.0
Fair Haven,,3.7,247352,,2016-12-07,92.0,,37.0,6.0
My Big Fat Greek Wedding 2,3.0,2.3,229251,46809020.0,2016-03-30,94.0,4.0,208.0,17.0
Middle School: The Worst Years of My Life,,2.8,242775,13857132.0,2017-09-12,92.0,,171.0,14.0
Meet The Blacks,,1.5,244188,4086000.0,2017-01-04,90.0,,133.0,15.0
Broken Vows,,1.9,229934,,2017-02-07,95.0,,53.0,6.0
Elvis & Nixon,3.4,3.1,198759,41357.0,2016-07-20,87.0,22.0,767.0,105.0
Kindergarten Cop 2,,1.6,238576,,2016-05-18,100.0,,131.0,12.0
The Disappointments Room,,2.1,230224,,2017-11-12,96.0,,67.0,6.0
Almost Friends,,2.6,240339,,2018-07-09,101.0,,100.0,7.0
Home Invasion,,2.3,243524,,2016-03-02,88.0,,35.0,7.0
The Great Gilly Hopkins,2.7,3.4,226997,7704.0,2016-02-24,97.0,10.0,129.0,24.0
Pandemic,,1.5,244586,,2016-05-24,92.0,,221.0,24.0
We Go On,,1.9,245448,,2021-06-10,89.0,,63.0,13.0
Satanic,,1.1,247914,,2017-05-05,85.0,,270.0,54.0
Ice Sharks,,1.3,250193,,2021-11-11,85.0,,28.0,7.0
Incarnate,,2.2,224082,2534884.0,2017-04-25,87.0,,269.0,30.0
The Ottoman Lieutenant,,2.8,239668,,2017-09-17,106.0,,156.0,14.0
Frank & Lola,,2.3,234481,,2017-04-24,88.0,,113.0,12.0
A Cinderella Story: If The Shoe Fits,,2.9,245572,,2016-09-21,92.0,,71.0,5.0
It Stains The Sands Red,,2.2,255215,,2017-10-31,92.0,,150.0,35.0
Permission,,2.0,244722,,2018-02-28,96.0,,125.0,17.0
The Black Room,,1.3,249047,,2017-08-09,91.0,,83.0,10.0
Lovesong,,2.8,234498,,2017-05-22,84.0,,68.0,6.0
David Brent: Life On The Road,,3.4,230732,,2021-08-19,96.0,,56.0,5.0
Kicks,,3.2,245551,,2017-06-14,87.0,,114.0,10.0
Decommissioned,,1.7,266745,,2020-09-15,83.0,,19.0,6.0
King Cobra,,2.5,243019,,2017-12-07,92.0,,197.0,10.0
Rock Dog,,3.1,236988,,2018-01-23,80.0,,64.0,7.0
The Perfect Weapon,,1.4,242919,,2016-09-08,90.0,,36.0,8.0
The Preppie Connection,,3.1,230646,,2022-03-25,,,98.0,7.0
Confirmation,,3.1,236181,,2018-07-12,110.0,,103.0,9.0
God’s Not Dead 2,,1.8,239058,14024089.0,2021-09-09,120.0,,34.0,6.0
Indignation,,3.0,233142,,2016-11-08,110.0,,109.0,10.0
Una,,3.3,232920,,2017-12-15,94.0,,73.0,7.0
Wolves,,2.5,238664,,2016-02-01,109.0,,46.0,5.0
Shepherds and Butchers,,3.7,243379,,2022-10-24,106.0,,90.0,16.0
The Curse of Sleeping Beauty,,2.1,246343,,2016-07-29,86.0,,62.0,11.0
Zoombies,,1.6,244998,,2016-10-04,87.0,,77.0,18.0
The Greasy Strangler,,2.2,243230,,2017-01-24,93.0,,130.0,17.0
Edge Of Winter,,2.6,238877,,2018-03-29,89.0,,64.0,12.0
The Cleansing Hour,,3.0,247273,,2020-07-09,95.0,,19.0,5.0
Sharknado: The 4th Awakens,,1.6,236472,,2019-02-19,85.0,,151.0,22.0
Roger Corman's Death Race 2050,,1.3,245239,,2017-01-17,93.0,,106.0,19.0
Approaching The Unknown,,2.0,247102,,2019-06-13,90.0,,118.0,18.0
Tramps,,2.7,250481,,2020-04-28,82.0,,60.0,8.0
Paris Can Wait,,1.8,240390,,2017-09-12,92.0,,61.0,10.0
Small Town Crime,,2.8,247769,,2018-03-31,91.0,,72.0,12.0
Sniper: Special Ops,,1.8,245234,,2020-10-08,86.0,,26.0,6.0
Back In The Day,,2.3,246057,,2017-10-04,121.0,,22.0,6.0
Come and Find Me,,2.6,238826,,2017-07-11,112.0,,180.0,16.0
Southside With You,2.6,2.1,233908,20162.0,2016-08-31,83.0,12.0,206.0,16.0
Don't Kill It,,1.8,249014,,2017-09-06,83.0,,69.0,13.0
